Variable,n,nmiss,n_pct,nmiss_pct,miss_less_42.8%,Type,dev_cat,Definition,code,var1,var2,var3,var4
OMACHT8_PTFT,3675,2204,62.51%,37.49%,1,integer,completion,"Adjusted cohort count of part-time, first-time students (denominator for the 8-year outcomes percentages)",,,,,
OMACHT6_FTNFT,3675,2204,62.51%,37.49%,1,integer,completion,"Adjusted cohort count of full-time, not first-time students (denominator for the percentage receiving an award within 6 years of entry)",,,,,
OMACHT8_FTNFT,3675,2204,62.51%,37.49%,1,integer,completion,"Adjusted cohort count of full-time, not first-time students (denominator for the 8-year outcomes percentages)",,,,,
OMACHT6_PTNFT,3675,2204,62.51%,37.49%,1,integer,completion,"Adjusted cohort count of part-time, not first-time students (denominator for the percentage receiving an award within 6 years of entry)",,,,,
OMACHT8_PTNFT,3675,2204,62.51%,37.49%,1,integer,completion,"Adjusted cohort count of part-time, not first-time students (denominator for the 8-year outcomes percentages)",,,,,
OMENRYP_ALL,3675,2204,62.51%,37.49%,1,num,completion,Percentage of all students that did not receive an award and are still enrolled at this institution 8 years after entry,,,,,
OMENRAP_ALL,3675,2204,62.51%,37.49%,1,num,completion,Percentage of all students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry,,,,,
OMAWDP8_ALL,3675,2204,62.51%,37.49%,1,num,completion,Percentage of all student receiving an award within 8 years of entry,,,,,
OMENRUP_ALL,3675,2204,62.51%,37.49%,1,num,completion,Percentage of all students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry,,,,,
AVGFACSAL,3674,2205,62.49%,37.51%,1,integer,school,Average faculty salary,,,,,
OMENRYP_FULLTIME,3656,2223,62.19%,37.81%,1,num,completion,Percentage of full-time students that did not receive an award and are still enrolled at this institution 8 years after entry,,,,,
OMENRAP_FULLTIME,3656,2223,62.19%,37.81%,1,num,completion,Percentage of full-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry,,,,,
OMAWDP8_FULLTIME,3656,2223,62.19%,37.81%,1,num,completion,Percentage of full-time student receiving an award within 8 years of entry,,,,,
OMENRUP_FULLTIME,3656,2223,62.19%,37.81%,1,num,completion,Percentage of full-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry,,,,,
NUM4_PRIV,3622,2257,61.61%,38.39%,1,integer,cost,Number of Title IV students (private for-profit and nonprofit institutions),,,,,
NPT4_PRIV,3621,2258,61.59%,38.41%,1,integer,cost,Average net price for Title IV institutions (private for-profit and nonprofit institutions),,,,,
NUM41_PRIV,3621,2258,61.59%,38.41%,1,integer,cost,"Number of Title IV students, $0-$30,000 family income (private for-profit and nonprofit institutions)",,,,,
NUM42_PRIV,3621,2258,61.59%,38.41%,1,integer,cost,"Number of Title IV students, $30,001-$48,000 family income (private for-profit and nonprofit institutions)",,,,,
NUM43_PRIV,3621,2258,61.59%,38.41%,1,integer,cost,"Number of Title IV students, $48,001-$75,000 family income (private for-profit and nonprofit institutions)",,,,,
NUM44_PRIV,3621,2258,61.59%,38.41%,1,integer,cost,"Number of Title IV students, $75,001-$110,000 family income (private for-profit and nonprofit institutions)",,,,,
NUM45_PRIV,3621,2258,61.59%,38.41%,1,integer,cost,"Number of Title IV students, $110,000+ family income (private for-profit and nonprofit institutions)",,,,,
BBRR2_FED_UGCOMP_FBR,3596,2283,61.17%,38.83%,1,num,repayment,Percentage of undergraduate completer undergraduate federal student loan borrowers in forbearance after 2 years,,,,,
NPT4_048_PRIV,3592,2287,61.10%,38.90%,1,integer,cost,"Average net price for $0-$48,000 family income (private for-profit and nonprofit institutions)",,,,,
PLUS_DEBT_ALL_MALE_N,3589,2290,61.05%,38.95%,1,integer,aid,Student recipient count for median PLUS loan debt disbursed to males at all institutions,,,,,
PLUS_DEBT_ALL_NOMALE_N,3589,2290,61.05%,38.95%,1,integer,aid,Student recipient count for median PLUS loan debt disbursed to non-males at all institutions,,,,,
OMENRYP_FIRSTTIME,3573,2306,60.78%,39.22%,1,num,completion,Percentage of first-time students that did not receive an award and are still enrolled at this institution 8 years after entry,,,,,
OMENRAP_FIRSTTIME,3573,2306,60.78%,39.22%,1,num,completion,Percentage of first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry,,,,,
OMAWDP8_FIRSTTIME,3573,2306,60.78%,39.22%,1,num,completion,Percentage of first-time student receiving an award within 8 years of entry,,,,,
OMENRUP_FIRSTTIME,3573,2306,60.78%,39.22%,1,num,completion,Percentage of first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry,,,,,
OMENRYP_NOTFIRSTTIME,3568,2311,60.69%,39.31%,1,num,completion,Percentage of not first-time students that did not receive an award and are still enrolled at this institution 8 years after entry,,,,,
OMENRAP_NOTFIRSTTIME,3568,2311,60.69%,39.31%,1,num,completion,Percentage of not first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry,,,,,
OMAWDP8_NOTFIRSTTIME,3568,2311,60.69%,39.31%,1,num,completion,Percentage of not first-time student receiving an award within 8 years of entry,,,,,
OMENRUP_NOTFIRSTTIME,3568,2311,60.69%,39.31%,1,num,completion,Percentage of not first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry,,,,,
NPT41_PRIV,3555,2324,60.47%,39.53%,1,integer,cost,"Average net price for $0-$30,000 family income (private for-profit and nonprofit institutions)",,,,,
OMAWDP6_FTFT,3541,2338,60.23%,39.77%,1,num,completion,"Percentage of full-time, first-time student receiving an award within 6 years of entry",,,,,
OMAWDP8_FTFT,3541,2338,60.23%,39.77%,1,num,completion,"Percentage of full-time, first-time student receiving an award within 8 years of entry",,,,,
OMENRYP8_FTFT,3541,2338,60.23%,39.77%,1,num,completion,"Percentage of full-time, first-time students that did not receive an award and are still enrolled at this institution 8 years after entry",,,,,
OMENRAP8_FTFT,3541,2338,60.23%,39.77%,1,num,completion,"Percentage of full-time, first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry",,,,,
OMENRUP8_FTFT,3541,2338,60.23%,39.77%,1,num,completion,"Percentage of full-time, first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry",,,,,
DBRR5_PP_UG_N,3541,2338,60.23%,39.77%,1,integer,repayment,Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate borrower count,,,,,
DBRR5_PP_UG_NUM,3541,2338,60.23%,39.77%,1,num,repayment,Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate numerator,,,,,
DBRR5_PP_UG_DEN,3541,2338,60.23%,39.77%,1,num,repayment,Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate denominator,,,,,
DBRR5_PP_UG_RT,3541,2338,60.23%,39.77%,1,num,repayment,Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate,,,,,
OMAWDP6_FTNFT,3538,2341,60.18%,39.82%,1,num,completion,"Percentage of full-time, not first-time student receiving an award within 6 years of entry",,,,,
OMAWDP8_FTNFT,3538,2341,60.18%,39.82%,1,num,completion,"Percentage of full-time, not first-time student receiving an award within 8 years of entry",,,,,
OMENRYP8_FTNFT,3538,2341,60.18%,39.82%,1,num,completion,"Percentage of full-time, not first-time students that did not receive an award and are still enrolled at this institution 8 years after entry",,,,,
OMENRAP8_FTNFT,3538,2341,60.18%,39.82%,1,num,completion,"Percentage of full-time, not first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry",,,,,
OMENRUP8_FTNFT,3538,2341,60.18%,39.82%,1,num,completion,"Percentage of full-time, not first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry",,,,,
BBRR2_PP_UG_N,3525,2354,59.96%,40.04%,1,integer,repayment,Undergraduate student Parent PLUS Loan borrower-based 2-year borrower count,,,,,
BBRR2_FED_UGNOCOMP_N,3509,2370,59.69%,40.31%,1,integer,repayment,Undergraduate non-completer undergraduate federal student loan borrower-based 2-year borrower count,,,,,
PLUS_DEBT_ALL_PELL_MD,3498,2381,59.50%,40.50%,1,integer,aid,Median PLUS loan debt disbursed to Pell recipients at all institutions,,,,,
PLUS_DEBT_ALL_NOPELL_MD,3498,2381,59.50%,40.50%,1,integer,aid,Median PLUS loan debt disbursed to non-Pell-recipients at all institutions,,,,,
DBRR4_PP_UG_N,3478,2401,59.16%,40.84%,1,integer,repayment,Undergraduate Parent PLUS Loan dollar-based 4-year repayment rate borrower count,,,,,
DBRR4_PP_UG_NUM,3478,2401,59.16%,40.84%,1,num,repayment,Undergraduate Parent PLUS Loan dollar-based 4-year repayment rate numerator,,,,,
DBRR4_PP_UG_DEN,3478,2401,59.16%,40.84%,1,num,repayment,Undergraduate Parent PLUS Loan dollar-based 4-year repayment rate denominator,,,,,
DBRR4_PP_UG_RT,3478,2401,59.16%,40.84%,1,num,repayment,Undergraduate Parent PLUS Loan dollar-based 4-year repayment rate,,,,,
TUITIONFEE_IN,3452,2427,58.72%,41.28%,1,integer,cost,In-state tuition and fees,,,,,
TUITIONFEE_OUT,3452,2427,58.72%,41.28%,1,integer,cost,Out-of-state tuition and fees,,,,,
PLUS_DEBT_INST_MD,3364,2515,57.22%,42.78%,1,integer,aid,Median PLUS loan debt disbursed at this institution,,,,,
MDN_EST_TOTAL_DEBT,,,,,,,,MDN_EST_TOTAL_DEBT = DEBT_MDN * DEBT_N,DEBT_MDN,DEBT_N,,,
MDN_EST_TOTAL_GRAD_DEBT,,,,,,,,MDN_EST_TOTAL_GRAD_DEBT = GRAD_DEBT_MDN * GRAD_DEBT_N,GRAD_DEBT_MDN,GRAD_DEBT_N,,,
MDN_EST_TOTAL_WDRAW_DEBT,,,,,,,,MDN_EST_TOTAL_WDRAW_DEBT = WDRAW_DEBT_MDN * WDRAW_DEBT_N,WDRAW_DEBT_MDN,WDRAW_DEBT_N,,,
MDN_EST_TOTAL_LO_INC_DEBT,,,,,,,,MDN_EST_TOTAL_LO_INC_DEBT = LO_INC_DEBT_MDN * LO_INC_DEBT_N,LO_INC_DEBT_MDN,LO_INC_DEBT_N,,,
MDN_EST_TOTAL_MD_INC_DEBT,,,,,,,,MDN_EST_TOTAL_MD_INC_DEBT = MD_INC_DEBT_MDN * MD_INC_DEBT_N,MD_INC_DEBT_MDN,MD_INC_DEBT_N,,,
MDN_EST_TOTAL_HI_INC_DEBT,,,,,,,,MDN_EST_TOTAL_HI_INC_DEBT = HI_INC_DEBT_MDN * HI_INC_DEBT_N,HI_INC_DEBT_MDN,HI_INC_DEBT_N,,,
MDN_EST_TOTAL_DEP_DEBT,,,,,,,,MDN_EST_TOTAL_DEP_DEBT = DEP_DEBT_MDN * DEP_DEBT_N,DEP_DEBT_MDN,DEP_DEBT_N,,,
MDN_EST_TOTAL_IND_DEBT,,,,,,,,MDN_EST_TOTAL_IND_DEBT = IND_DEBT_MDN * IND_DEBT_N,IND_DEBT_MDN,IND_DEBT_N,,,
MDN_EST_TOTAL_PELL_DEBT,,,,,,,,MDN_EST_TOTAL_PELL_DEBT = PELL_DEBT_MDN * PELL_DEBT_N,PELL_DEBT_MDN,PELL_DEBT_N,,,
MDN_EST_TOTAL_NOPELL_DEBT,,,,,,,,MDN_EST_TOTAL_NOPELL_DEBT = NOPELL_DEBT_MDN * NOPELL_DEBT_N,NOPELL_DEBT_MDN,NOPELL_DEBT_N,,,
MDN_EST_TOTAL_FEMALE_DEBT,,,,,,,,MDN_EST_TOTAL_FEMALE_DEBT = FEMALE_DEBT_MDN * FEMALE_DEBT_N,FEMALE_DEBT_MDN,FEMALE_DEBT_N,,,
MDN_EST_TOTAL_MALE_DEBT,,,,,,,,MDN_EST_TOTAL_MALE_DEBT = MALE_DEBT_MDN * MALE_DEBT_N,MALE_DEBT_MDN,MALE_DEBT_N,,,
MDN_EST_TOTAL_FIRSTGEN_DEBT,,,,,,,,MDN_EST_TOTAL_FIRSTGEN_DEBT = FIRSTGEN_DEBT_MDN * FIRSTGEN_DEBT_N,FIRSTGEN_DEBT_MDN,FIRSTGEN_DEBT_N,,,
MDN_EST_TOTAL_NOTFIRSTGEN_DEBT,,,,,,,,MDN_EST_TOTAL_NOTFIRSTGEN_DEBT = NOTFIRSTGEN_DEBT_MDN * NOTFIRSTGEN_DEBT_N,NOTFIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_N,,,
MDN_EST_TOTAL_PLUS_DEBT_INST,,,,,,,,MDN_EST_TOTAL_PLUS_DEBT_INST = PLUS_DEBT_INST_MD * PLUS_DEBT_INST_N,PLUS_DEBT_INST_MD,PLUS_DEBT_INST_N,,,
MDN_EST_TOTAL_PLUS_DEBT_INST_COMP,,,,,,,,MDN_EST_TOTAL_PLUS_DEBT_INST_COMP = PLUS_DEBT_INST_COMP_MD * PLUS_DEBT_INST_COMP_N,PLUS_DEBT_INST_COMP_MD,PLUS_DEBT_INST_COMP_N,,,
MDN_EST_TOTAL_PLUS_DEBT_INST_NOCOMP,,,,,,,,MDN_EST_TOTAL_PLUS_DEBT_INST_NOCOMP = PLUS_DEBT_INST_NOCOMP_MD * PLUS_DEBT_INST_NOCOMP_N,PLUS_DEBT_INST_NOCOMP_MD,PLUS_DEBT_INST_NOCOMP_N,,,
MDN_EST_TOTAL_PLUS_DEBT_INST_MALE,,,,,,,,MDN_EST_TOTAL_PLUS_DEBT_INST_MALE = PLUS_DEBT_INST_MALE_MD * PLUS_DEBT_INST_MALE_N,PLUS_DEBT_INST_MALE_MD,PLUS_DEBT_INST_MALE_N,,,
MDN_EST_TOTAL_PLUS_DEBT_INST_NOMALE,,,,,,,,MDN_EST_TOTAL_PLUS_DEBT_INST_NOMALE = PLUS_DEBT_INST_NOMALE_MD * PLUS_DEBT_INST_NOMALE_N,PLUS_DEBT_INST_NOMALE_MD,PLUS_DEBT_INST_NOMALE_N,,,
MDN_EST_TOTAL_PLUS_DEBT_INST_PELL,,,,,,,,MDN_EST_TOTAL_PLUS_DEBT_INST_PELL = PLUS_DEBT_INST_PELL_MD * PLUS_DEBT_INST_PELL_N,PLUS_DEBT_INST_PELL_MD,PLUS_DEBT_INST_PELL_N,,,
MDN_EST_TOTAL_PLUS_DEBT_INST_NOPELL,,,,,,,,MDN_EST_TOTAL_PLUS_DEBT_INST_NOPELL = PLUS_DEBT_INST_NOPELL_MD * PLUS_DEBT_INST_NOPELL_N,PLUS_DEBT_INST_NOPELL_MD,PLUS_DEBT_INST_NOPELL_N,,,
MDN_EST_TOTAL_PLUS_DEBT_INST_STAFFTHIS,,,,,,,,MDN_EST_TOTAL_PLUS_DEBT_INST_STAFFTHIS = PLUS_DEBT_INST_STAFFTHIS_MD * PLUS_DEBT_INST_STAFFTHIS_N,PLUS_DEBT_INST_STAFFTHIS_MD,PLUS_DEBT_INST_STAFFTHIS_N,,,
MDN_EST_TOTAL_PLUS_DEBT_INST_NOSTAFFTHIS,,,,,,,,MDN_EST_TOTAL_PLUS_DEBT_INST_NOSTAFFTHIS = PLUS_DEBT_INST_NOSTAFFTHIS_MD * PLUS_DEBT_INST_NOSTAFFTHIS_N,PLUS_DEBT_INST_NOSTAFFTHIS_MD,PLUS_DEBT_INST_NOSTAFFTHIS_N,,,
MDN_EST_TOTAL_PLUS_DEBT_INST_STAFFANY,,,,,,,,MDN_EST_TOTAL_PLUS_DEBT_INST_STAFFANY = PLUS_DEBT_INST_STAFFANY_MD * PLUS_DEBT_INST_STAFFANY_N,PLUS_DEBT_INST_STAFFANY_MD,PLUS_DEBT_INST_STAFFANY_N,,,
MDN_EST_TOTAL_PLUS_DEBT_INST_NOSTAFFANY,,,,,,,,MDN_EST_TOTAL_PLUS_DEBT_INST_NOSTAFFANY = PLUS_DEBT_INST_NOSTAFFANY_MD * PLUS_DEBT_INST_NOSTAFFANY_N,PLUS_DEBT_INST_NOSTAFFANY_MD,PLUS_DEBT_INST_NOSTAFFANY_N,,,
COMP100_FTFT_4,,,,,,,,COMP100_FTFT_4 = C100_4 * D100_4,C100_4,D100_4,,,
COMP100_FTFT_L4,,,,,,,,COMP100_FTFT_L4 = C100_L4 * D100_L4,C100_L4,D100_L4,,,
COMP150_FTFT_4,,,,,,,,COMP150_FTFT_4 = C150_4 * D150_4,C150_4,D150_4,,,
COMPPELL150_FTFT_4,,,,,,,,COMPPELL150_FTFT_4 = C150_4_PELL * D150_4_PELL,C150_4_PELL,D150_4_PELL,,,
COMPLOAN_NOPELL150_FTFT_4,,,,,,,,COMPLOAN_NOPELL150_FTFT_4 = C150_4_LOANNOPELL * D150_4_LOANNOPELL,C150_4_LOANNOPELL,D150_4_LOANNOPELL,,,
COMPNOLOAN_NOPELL150_FTFT_4,,,,,,,,COMPNOLOAN_NOPELL150_FTFT_4 = C150_4_NOLOANNOPELL * D150_4_NOLOANNOPELL,C150_4_NOLOANNOPELL,D150_4_NOLOANNOPELL,,,
COMP150_FTFT_L4,,,,,,,,COMP150_FTFT_L4 = C150_L4 * D150_L4,C150_L4,D150_L4,,,
COMPPELL150_FTFT_L4,,,,,,,,COMPPELL150_FTFT_L4 = C150_L4_PELL * D150_L4_PELL,C150_L4_PELL,D150_L4_PELL,,,
COMPLOAN_NOPELL150_FTFT_L4,,,,,,,,COMPLOAN_NOPELL150_FTFT_L4 = C150_L4_LOANNOPELL * D150_L4_LOANNOPELL,C150_L4_LOANNOPELL,D150_L4_LOANNOPELL,,,
COMPNOLOAN_NOPELL150_FTFT_L4,,,,,,,,COMPNOLOAN_NOPELL150_FTFT_L4 = C150_L4_NOLOANNOPELL * D150_L4_NOLOANNOPELL,C150_L4_NOLOANNOPELL,D150_L4_NOLOANNOPELL,,,
COMP200_FTFT_4,,,,,,,,COMP200_FTFT_4 = C200_4 * D200_4,C200_4,D200_4,,,
COMP200_FTFT_L4,,,,,,,,COMP200_FTFT_L4 = C200_L4 * D200_L4,C200_L4,D200_L4,,,
COMPWHITE150_FTFT_4,,,,,,,,COMPWHITE150_FTFT_4 = C150_4_WHITE * D150_4_WHITE,C150_4_WHITE,D150_4_WHITE,,,
COMPBLACK150_FTFT_4,,,,,,,,COMPBLACK150_FTFT_4 = C150_4_BLACK * D150_4_BLACK,C150_4_BLACK,D150_4_BLACK,,,
COMPHISPANIC150_FTFT_4,,,,,,,,COMPHISPANIC150_FTFT_4 = C150_4_HISP * D150_4_HISP,C150_4_HISP,D150_4_HISP,,,
COMPASIAN150_FTFT_4,,,,,,,,COMPASIAN150_FTFT_4 = C150_4_ASIAN * D150_4_ASIAN,C150_4_ASIAN,D150_4_ASIAN,,,
COMPAIAN150_FTFT_4,,,,,,,,COMPAIAN150_FTFT_4 = C150_4_AIAN * D150_4_AIAN,C150_4_AIAN,D150_4_AIAN,,,
COMPNHPI150_FTFT_4,,,,,,,,COMPNHPI150_FTFT_4 = C150_4_NHPI * D150_4_NHPI,C150_4_NHPI,D150_4_NHPI,,,
COMP2MOR150_FTFT_4,,,,,,,,COMP2MOR150_FTFT_4 = C150_4_2MOR * D150_4_2MOR,C150_4_2MOR,D150_4_2MOR,,,
COMPNRA150_FTFT_4,,,,,,,,COMPNRA150_FTFT_4 = C150_4_NRA * D150_4_NRA,C150_4_NRA,D150_4_NRA,,,
COMPUNKN150_FTFT_4,,,,,,,,COMPUNKN150_FTFT_4 = C150_4_UNKN * D150_4_UNKN,C150_4_UNKN,D150_4_UNKN,,,
COMPWHITE150_FTFT_L4,,,,,,,,COMPWHITE150_FTFT_L4 = C150_L4_WHITE * D150_L4_WHITE,C150_L4_WHITE,D150_L4_WHITE,,,
COMPBLACK150_FTFT_L4,,,,,,,,COMPBLACK150_FTFT_L4 = C150_L4_BLACK * D150_L4_BLACK,C150_L4_BLACK,D150_L4_BLACK,,,
COMPHISPANIC150_FTFT_L4,,,,,,,,COMPHISPANIC150_FTFT_L4 = C150_L4_HISP * D150_L4_HISP,C150_L4_HISP,D150_L4_HISP,,,
COMPASIAN150_FTFT_L4,,,,,,,,COMPASIAN150_FTFT_L4 = C150_L4_ASIAN * D150_L4_ASIAN,C150_L4_ASIAN,D150_L4_ASIAN,,,
COMPAIAN150_FTFT_L4,,,,,,,,COMPAIAN150_FTFT_L4 = C150_L4_AIAN * D150_L4_AIAN,C150_L4_AIAN,D150_L4_AIAN,,,
COMPNHPI150_FTFT_L4,,,,,,,,COMPNHPI150_FTFT_L4 = C150_L4_NHPI * D150_L4_NHPI,C150_L4_NHPI,D150_L4_NHPI,,,
COMP2MOR150_FTFT_L4,,,,,,,,COMP2MOR150_FTFT_L4 = C150_L4_2MOR * D150_L4_2MOR,C150_L4_2MOR,D150_L4_2MOR,,,
COMPNRA150_FTFT_L4,,,,,,,,COMPNRA150_FTFT_L4 = C150_L4_NRA * D150_L4_NRA,C150_L4_NRA,D150_L4_NRA,,,
COMPUNKN150_FTFT_L4,,,,,,,,COMPUNKN150_FTFT_L4 = C150_L4_UNKN * D150_L4_UNKN,C150_L4_UNKN,D150_L4_UNKN,,,
DEFAULT_3YR,,,,,,,,DEFAULT_3YR = CDR3 * CDR3_DENOM,CDR3,CDR3_DENOM,,,
TRANSFER_FTFT_4,,,,,,,,TRANSFER_FTFT_4 = TRANS_4 * DTRANS_4,TRANS_4,DTRANS_4,,,
TRANSFER_FTFT_L4,,,,,,,,TRANSFER_FTFT_L4 = TRANS_L4 * DTRANS_L4,TRANS_L4,DTRANS_L4,,,
NUM_PELL_STUDENT,,,,,,,,NUM_PELL_STUDENT = PCTPELL * D_PCTPELL_PCTFLOAN,PCTPELL,D_PCTPELL_PCTFLOAN,,,
NUM_LOAN_STUDENT,,,,,,,,NUM_LOAN_STUDENT = PCTFLOAN * D_PCTPELL_PCTFLOAN,PCTFLOAN,D_PCTPELL_PCTFLOAN,,,
NUM_FTFT_PELL_STUDENT,,,,,,,,NUM_FTFT_PELL_STUDENT = FTFTPCTPELL * SCUGFFN,FTFTPCTPELL,SCUGFFN,,,
NUM_FTFT_LOAN_STUDENT,,,,,,,,NUM_FTFT_LOAN_STUDENT = FTFTPCTFLOAN * SCUGFFN,FTFTPCTFLOAN,SCUGFFN,,,
NUM_GRAD6_FTFT,,,,,,,,NUM_GRAD6_FTFT = OMACHT6_FTFT * OMAWDP6_FTFT,OMACHT6_FTFT,OMAWDP6_FTFT,,,
NUM_GRAD6_PTFT,,,,,,,,NUM_GRAD6_PTFT = OMACHT6_PTFT * OMAWDP6_PTFT,OMACHT6_PTFT,OMAWDP6_PTFT,,,
NUM_GRAD6_FTNFT,,,,,,,,NUM_GRAD6_FTNFT = OMACHT6_FTNFT * OMAWDP6_FTNFT,OMACHT6_FTNFT,OMAWDP6_FTNFT,,,
NUM_GRAD6_PTNFT,,,,,,,,NUM_GRAD6_PTNFT = OMACHT6_PTNFT * OMAWDP6_PTNFT,OMACHT6_PTNFT,OMAWDP6_PTNFT,,,
NUM_GRAD8_FTFT,,,,,,,,NUM_GRAD8_FTFT = OMAWDP8_FTFT * OMACHT8_FTFT,OMAWDP8_FTFT,OMACHT8_FTFT,,,
NUM_STILL_ENRL8_FTFT,,,,,,,,NUM_STILL_ENRL8_FTFT = OMENRYP8_FTFT * OMACHT8_FTFT,OMENRYP8_FTFT,OMACHT8_FTFT,,,
NUM_TRANSFER8_FTFT,,,,,,,,NUM_TRANSFER8_FTFT = OMENRAP8_FTFT * OMACHT8_FTFT,OMENRAP8_FTFT,OMACHT8_FTFT,,,
NUM_STATUS_UNKN_FTFT,,,,,,,,NUM_STATUS_UNKN_FTFT = OMENRUP8_FTFT * OMACHT8_FTFT,OMENRUP8_FTFT,OMACHT8_FTFT,,,
NUM_GRAD8_PTFT,,,,,,,,NUM_GRAD8_PTFT = OMAWDP8_PTFT * OMACHT8_PTFT,OMAWDP8_PTFT,OMACHT8_PTFT,,,
NUM_STILL_ENRL8_PTFT,,,,,,,,NUM_STILL_ENRL8_PTFT = OMENRYP8_PTFT * OMACHT8_PTFT,OMENRYP8_PTFT,OMACHT8_PTFT,,,
NUM_TRANSFER8_PTFT,,,,,,,,NUM_TRANSFER8_PTFT = OMENRAP8_PTFT * OMACHT8_PTFT,OMENRAP8_PTFT,OMACHT8_PTFT,,,
NUM_STATUS_UNKN_PTFT,,,,,,,,NUM_STATUS_UNKN_PTFT = OMENRUP8_PTFT * OMACHT8_PTFT,OMENRUP8_PTFT,OMACHT8_PTFT,,,
NUM_GRAD8_FTNFT,,,,,,,,NUM_GRAD8_FTNFT = OMAWDP8_FTNFT * OMACHT8_FTNFT,OMAWDP8_FTNFT,OMACHT8_FTNFT,,,
NUM_STILL_ENRL8_FTNFT,,,,,,,,NUM_STILL_ENRL8_FTNFT = OMENRYP8_FTNFT * OMACHT8_FTNFT,OMENRYP8_FTNFT,OMACHT8_FTNFT,,,
NUM_TRANSFER8_FTNFT,,,,,,,,NUM_TRANSFER8_FTNFT = OMENRAP8_FTNFT * OMACHT8_FTNFT,OMENRAP8_FTNFT,OMACHT8_FTNFT,,,
NUM_STATUS_UNKN_FTNFT,,,,,,,,NUM_STATUS_UNKN_FTNFT = OMENRUP8_FTNFT * OMACHT8_FTNFT,OMENRUP8_FTNFT,OMACHT8_FTNFT,,,
NUM_GRAD8_PTNFT,,,,,,,,NUM_GRAD8_PTNFT = OMAWDP8_PTNFT * OMACHT8_PTNFT,OMAWDP8_PTNFT,OMACHT8_PTNFT,,,
NUM_STILL_ENRL8_PTNFT,,,,,,,,NUM_STILL_ENRL8_PTNFT = OMENRYP8_PTNFT * OMACHT8_PTNFT,OMENRYP8_PTNFT,OMACHT8_PTNFT,,,
NUM_TRANSFER8_PTNFT,,,,,,,,NUM_TRANSFER8_PTNFT = OMENRAP8_PTNFT * OMACHT8_PTNFT,OMENRAP8_PTNFT,OMACHT8_PTNFT,,,
NUM_STATUS_UNKN_PTNFT,,,,,,,,NUM_STATUS_UNKN_PTNFT = OMENRUP8_PTNFT * OMACHT8_PTNFT,OMENRUP8_PTNFT,OMACHT8_PTNFT,,,
NUM_FTFT_STUDENT,,,,,,,,NUM_FTFT_STUDENT = GRAD8_FTFT + STILL_ENRL8_FTFT + TRANSFER8_FTFT + STATUS_UNKN_FTFT,NUM_GRAD8_FTFT,NUM_STILL_ENRL8_FTFT,NUM_TRANSFER8_FTFT,NUM_STATUS_UNKN_FTFT,
NUM_PTFT_STUDENT,,,,,,,,NUM_PTFT_STUDENT = GRAD8_PTFT + STILL_ENRL8_PTFT + TRANSFER8_PTFT + STATUS_UNKN_PTFT,NUM_GRAD8_PTFT,NUM_STILL_ENRL8_PTFT,NUM_TRANSFER8_PTFT,NUM_STATUS_UNKN_PTFT,
NUM_FTNFT_STUDENT,,,,,,,,NUM_FTNFT_STUDENT = GRAD8_FTNFT + STILL_ENRL8_FTNFT + TRANSFER8_FTNFT + STATUS_UNKN_FTNFT,NUM_GRAD8_FTNFT,NUM_STILL_ENRL8_FTNFT,NUM_TRANSFER8_FTNFT,NUM_STATUS_UNKN_FTNFT,
NUM_PTNFT_STUDENT,,,,,,,,NUM_PTNFT_STUDENT = GRAD8_PTNFT + STILL_ENRL8_PTNFT + TRANSFER8_PTNFT + STATUS_UNKN_PTNFT,NUM_GRAD8_PTNFT,NUM_STILL_ENRL8_PTNFT,NUM_TRANSFER8_PTNFT,NUM_STATUS_UNKN_PTNFT,
NUM_FULLTIME_STUDENT,,,,,,,,NUM_FULLTIME_STUDENT = NUM_FTFT_STUDENT + NUM_FTNFT_STUDENT    ,NUM_FTFT_STUDENT,NUM_FTNFT_STUDENT    ,,,
NUM_PARTIME_STUDENT,,,,,,,,NUM_PARTIME_STUDENT = NUM_PTFT_STUDENT + NUM_PTNFT_STUDENT    ,NUM_PTFT_STUDENT,NUM_PTNFT_STUDENT    ,,,
NUM_FIRSTTIME_STUDENT,,,,,,,,NUM_FIRSTTIME_STUDENT = NUM_FTFT_STUDENT + NUM_PTFT_STUDENT    ,NUM_FTFT_STUDENT,NUM_PTFT_STUDENT    ,,,
