i,dup_var_name,Variable,Type,dev-cat,CIP_code,VALUE,LABEL,developer-friendly name
590,C150_4_2MOR,C150_4_2MOR,num,completion,NA,NA,NA,completion_rate_4yr_150_2ormore
591,C150_4_NRA,C150_4_NRA,num,completion,NA,NA,NA,completion_rate_4yr_150_nonresident.alien
592,C150_4_UNKN,C150_4_UNKN,num,completion,NA,NA,NA,completion_rate_4yr_150_race.unknown
593,C150_L4_WHITE,C150_L4_WHITE,num,completion,NA,NA,NA,completion_rate_l4yr_150_white
594,C150_L4_BLACK,C150_L4_BLACK,num,completion,NA,NA,NA,completion_rate_l4yr_150_black
595,C150_L4_HISP,C150_L4_HISP,num,completion,NA,NA,NA,completion_rate_l4yr_150_hispanic
596,C150_L4_ASIAN,C150_L4_ASIAN,num,completion,NA,NA,NA,completion_rate_l4yr_150_asian
597,C150_L4_AIAN,C150_L4_AIAN,num,completion,NA,NA,NA,completion_rate_l4yr_150_aian
598,C150_L4_NHPI,C150_L4_NHPI,num,completion,NA,NA,NA,completion_rate_l4yr_150_nhpi
599,C150_L4_2MOR,C150_L4_2MOR,num,completion,NA,NA,NA,completion_rate_l4yr_150_2ormore
600,C150_L4_NRA,C150_L4_NRA,num,completion,NA,NA,NA,completion_rate_l4yr_150_nonresident.alien
601,C150_L4_UNKN,C150_L4_UNKN,num,completion,NA,NA,NA,completion_rate_l4yr_150_race.unknown
602,C200_4,C200_4,num,completion,NA,NA,NA,completion_rate_4yr_200nt
603,C200_L4,C200_L4,num,completion,NA,NA,NA,completion_rate_less_than_4yr_200nt
604,D200_4,D200_4,num,completion,NA,NA,NA,completion_cohort_4yr_200nt
605,D200_L4,D200_L4,num,completion,NA,NA,NA,completion_cohort_less_than_4yr_200nt
606,RET_FT4,RET_FT4,num,student,NA,NA,NA,retention_rate.four_year.full_time
607,RET_FTL4,RET_FTL4,num,student,NA,NA,NA,retention_rate.lt_four_year.full_time
608,RET_PT4,RET_PT4,num,student,NA,NA,NA,retention_rate.four_year.part_time
609,RET_PTL4,RET_PTL4,num,student,NA,NA,NA,retention_rate.lt_four_year.part_time
610,PCTFLOAN,PCTFLOAN,num,aid,NA,NA,NA,federal_loan_rate
611,CDR3,CDR3,num,repayment,NA,NA,NA,3_yr_default_rate
612,DEBT_MDN,DEBT_MDN,num,aid,NA,NA,NA,loan_principal
613,GRAD_DEBT_MDN,GRAD_DEBT_MDN,num,aid,NA,NA,NA,median_debt.completers.overall
614,WDRAW_DEBT_MDN,WDRAW_DEBT_MDN,num,aid,NA,NA,NA,median_debt.noncompleters
615,LO_INC_DEBT_MDN,LO_INC_DEBT_MDN,num,aid,NA,NA,NA,median_debt.income.0_30000
616,MD_INC_DEBT_MDN,MD_INC_DEBT_MDN,num,aid,NA,NA,NA,median_debt.income.30001_75000
617,HI_INC_DEBT_MDN,HI_INC_DEBT_MDN,num,aid,NA,NA,NA,median_debt.income.greater_than_75000
618,DEP_DEBT_MDN,DEP_DEBT_MDN,num,aid,NA,NA,NA,median_debt.dependent_students
619,IND_DEBT_MDN,IND_DEBT_MDN,num,aid,NA,NA,NA,median_debt.independent_students
620,PELL_DEBT_MDN,PELL_DEBT_MDN,num,aid,NA,NA,NA,median_debt.pell_grant
621,NOPELL_DEBT_MDN,NOPELL_DEBT_MDN,num,aid,NA,NA,NA,median_debt.no_pell_grant
622,FEMALE_DEBT_MDN,FEMALE_DEBT_MDN,num,aid,NA,NA,NA,median_debt.female_students
623,MALE_DEBT_MDN,MALE_DEBT_MDN,num,aid,NA,NA,NA,median_debt.male_students
624,FIRSTGEN_DEBT_MDN,FIRSTGEN_DEBT_MDN,num,aid,NA,NA,NA,median_debt.first_generation_students
625,NOTFIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,num,aid,NA,NA,NA,median_debt.non_first_generation_students
626,DEBT_N,DEBT_N,integer,aid,NA,NA,NA,median_debt.number.overall
627,GRAD_DEBT_N,GRAD_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.completers
628,WDRAW_DEBT_N,WDRAW_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.noncompleters
629,LO_INC_DEBT_N,LO_INC_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.income.0_30000
630,MD_INC_DEBT_N,MD_INC_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.income.30001_75000
631,HI_INC_DEBT_N,HI_INC_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.income.greater_than_75000
632,DEP_DEBT_N,DEP_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.dependent_students
633,IND_DEBT_N,IND_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.independent_students
634,PELL_DEBT_N,PELL_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.pell_grant
635,NOPELL_DEBT_N,NOPELL_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.no_pell_grant
636,FEMALE_DEBT_N,FEMALE_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.female_students
637,MALE_DEBT_N,MALE_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.male_students
638,FIRSTGEN_DEBT_N,FIRSTGEN_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.first_generation_students
639,NOTFIRSTGEN_DEBT_N,NOTFIRSTGEN_DEBT_N,integer,aid,NA,NA,NA,median_debt.number.non_first_generation_students
640,GRAD_DEBT_MDN10YR,GRAD_DEBT_MDN10YR,num,aid,NA,NA,NA,median_debt.completers.monthly_payments
641,ALIAS,ALIAS,character,school,NA,NA,NA,alias
642,C100_4,C100_4,num,completion,NA,NA,NA,completion_rate_4yr_100nt
643,D100_4,D100_4,integer,completion,NA,NA,NA,completion_cohort_4yr_100nt
644,C100_L4,C100_L4,num,completion,NA,NA,NA,completion_rate_less_than_4yr_100nt
645,D100_L4,D100_L4,integer,completion,NA,NA,NA,completion_cohort_less_than_4yr_100nt
646,TRANS_4,TRANS_4,num,completion,NA,NA,NA,transfer_rate.4yr.full_time
647,DTRANS_4,DTRANS_4,integer,completion,NA,NA,NA,transfer_rate.cohort_4yr.full_time
648,TRANS_L4,TRANS_L4,num,completion,NA,NA,NA,transfer_rate.less_than_4yr.full_time
649,DTRANS_L4,DTRANS_L4,integer,completion,NA,NA,NA,transfer_rate.cohort_less_than_4yr.full_time
650,ICLEVEL,ICLEVEL,factor,school,NA,1,4-year,institutional_characteristics.level
651,ICLEVEL,,factor,school,NA,2,2-year,NA
652,ICLEVEL,,factor,school,NA,3,Less-than-2-year,NA
653,UGDS_MEN,UGDS_MEN,num,student,NA,NA,NA,demographics.men
654,UGDS_WOMEN,UGDS_WOMEN,num,student,NA,NA,NA,demographics.women
655,CDR3_DENOM,CDR3_DENOM,integer,repayment,NA,NA,NA,3_yr_default_rate_denom
656,OPENADMP,OPENADMP,factor,school,NA,1,Yes,open_admissions_policy
657,OPENADMP,,factor,school,NA,2,No,NA
658,OPENADMP,,factor,school,NA,3,Does not enroll first-time students,NA
659,D_PCTPELL_PCTFLOAN,D_PCTPELL_PCTFLOAN,integer,student,NA,NA,NA,undergrads_with_pell_grant_or_federal_student_loan
660,UGNONDS,UGNONDS,integer,student,NA,NA,NA,undergrads_non_degree_seeking
661,GRADS,GRADS,integer,student,NA,NA,NA,grad_students
662,D150_4_WHITE,D150_4_WHITE,integer,completion,NA,NA,NA,completion_cohort_4yr_150_white
663,D150_4_BLACK,D150_4_BLACK,integer,completion,NA,NA,NA,completion_cohort_4yr_150_black
664,D150_4_HISP,D150_4_HISP,integer,completion,NA,NA,NA,completion_cohort_4yr_150_hispanic
665,D150_4_ASIAN,D150_4_ASIAN,integer,completion,NA,NA,NA,completion_cohort_4yr_150_asian
666,D150_4_AIAN,D150_4_AIAN,integer,completion,NA,NA,NA,completion_cohort_4yr_150_aian
667,D150_4_NHPI,D150_4_NHPI,integer,completion,NA,NA,NA,completion_cohort_4yr_150_nhpi
668,D150_4_2MOR,D150_4_2MOR,integer,completion,NA,NA,NA,completion_cohort_4yr_150_2ormore
669,D150_4_NRA,D150_4_NRA,integer,completion,NA,NA,NA,completion_cohort_4yr_150_nonresident.alien
670,D150_4_UNKN,D150_4_UNKN,integer,completion,NA,NA,NA,completion_cohort_4yr_150_race.unknown
671,D150_L4_WHITE,D150_L4_WHITE,integer,completion,NA,NA,NA,completion_cohort_less_than_4yr_150_white
672,D150_L4_BLACK,D150_L4_BLACK,integer,completion,NA,NA,NA,completion_cohort_less_than_4yr_150_black
673,D150_L4_HISP,D150_L4_HISP,integer,completion,NA,NA,NA,completion_cohort_less_than_4yr_150_hispanic
674,D150_L4_ASIAN,D150_L4_ASIAN,integer,completion,NA,NA,NA,completion_cohort_less_than_4yr_150_asian
675,D150_L4_AIAN,D150_L4_AIAN,integer,completion,NA,NA,NA,completion_cohort_less_than_4yr_150_aian
676,D150_L4_NHPI,D150_L4_NHPI,integer,completion,NA,NA,NA,completion_cohort_less_than_4yr_150_nhpi
677,D150_L4_2MOR,D150_L4_2MOR,integer,completion,NA,NA,NA,completion_cohort_less_than_4yr_150_2ormore
678,D150_L4_NRA,D150_L4_NRA,integer,completion,NA,NA,NA,completion_cohort_less_than_4yr_150_nonresident.alien
679,D150_L4_UNKN,D150_L4_UNKN,integer,completion,NA,NA,NA,completion_cohort_less_than_4yr_150_race.unknown
680,ACCREDCODE,ACCREDCODE,character,school,NA,NA,NA,accreditor_code
681,T4APPROVALDATE,T4APPROVALDATE,character,school,NA,NA,NA,title_iv.approval_date
682,OMACHT6_FTFT,OMACHT6_FTFT,integer,completion,NA,NA,NA,outcome_cohort.full_time.first_time.6yr
683,OMAWDP6_FTFT,OMAWDP6_FTFT,num,completion,NA,NA,NA,outcome_percentage.full_time.first_time.6yr.award
684,OMACHT8_FTFT,OMACHT8_FTFT,integer,completion,NA,NA,NA,outcome_cohort.full_time.first_time.8yr
685,OMAWDP8_FTFT,OMAWDP8_FTFT,num,completion,NA,NA,NA,outcome_percentage.full_time.first_time.8yr.award
686,OMENRYP8_FTFT,OMENRYP8_FTFT,num,completion,NA,NA,NA,outcome_percentage.full_time.first_time.8yr.still_enrolled
687,OMENRAP8_FTFT,OMENRAP8_FTFT,num,completion,NA,NA,NA,outcome_percentage.full_time.first_time.8yr.transfer
688,OMENRUP8_FTFT,OMENRUP8_FTFT,num,completion,NA,NA,NA,outcome_percentage.full_time.first_time.8yr.unknown
689,OMACHT6_PTFT,OMACHT6_PTFT,integer,completion,NA,NA,NA,outcome_cohort.part_time.first_time.6yr
690,OMAWDP6_PTFT,OMAWDP6_PTFT,num,completion,NA,NA,NA,outcome_percentage.part_time.first_time.6yr.award
691,OMACHT8_PTFT,OMACHT8_PTFT,integer,completion,NA,NA,NA,outcome_cohort.part_time.first_time.8yr
692,OMAWDP8_PTFT,OMAWDP8_PTFT,num,completion,NA,NA,NA,outcome_percentage.part_time.first_time.8yr.award
693,OMENRYP8_PTFT,OMENRYP8_PTFT,num,completion,NA,NA,NA,outcome_percentage.part_time.first_time.8yr.still_enrolled
694,OMENRAP8_PTFT,OMENRAP8_PTFT,num,completion,NA,NA,NA,outcome_percentage.part_time.first_time.8yr.transfer
695,OMENRUP8_PTFT,OMENRUP8_PTFT,num,completion,NA,NA,NA,outcome_percentage.part_time.first_time.8yr.unknown
696,OMACHT6_FTNFT,OMACHT6_FTNFT,integer,completion,NA,NA,NA,outcome_cohort.full_time.not_first_time.6yr
697,OMAWDP6_FTNFT,OMAWDP6_FTNFT,num,completion,NA,NA,NA,outcome_percentage.full_time.not_first_time.6yr.award
698,OMACHT8_FTNFT,OMACHT8_FTNFT,integer,completion,NA,NA,NA,outcome_cohort.full_time.not_first_time.8yr
699,OMAWDP8_FTNFT,OMAWDP8_FTNFT,num,completion,NA,NA,NA,outcome_percentage.full_time.not_first_time.8yr.award
700,OMENRYP8_FTNFT,OMENRYP8_FTNFT,num,completion,NA,NA,NA,outcome_percentage.full_time.not_first_time.8yr.still_enrolled
701,OMENRAP8_FTNFT,OMENRAP8_FTNFT,num,completion,NA,NA,NA,outcome_percentage.full_time.not_first_time.8yr.transfer
702,OMENRUP8_FTNFT,OMENRUP8_FTNFT,num,completion,NA,NA,NA,outcome_percentage.full_time.not_first_time.8yr.unknown
703,OMACHT6_PTNFT,OMACHT6_PTNFT,integer,completion,NA,NA,NA,outcome_cohort.part_time.not_first_time.6yr
704,OMAWDP6_PTNFT,OMAWDP6_PTNFT,num,completion,NA,NA,NA,outcome_percentage.part_time.not_first_time.6yr.award
705,OMACHT8_PTNFT,OMACHT8_PTNFT,integer,completion,NA,NA,NA,outcome_cohort.part_time.not_first_time.8yr
706,OMAWDP8_PTNFT,OMAWDP8_PTNFT,num,completion,NA,NA,NA,outcome_percentage.part_time.not_first_time.8yr.award
707,OMENRYP8_PTNFT,OMENRYP8_PTNFT,num,completion,NA,NA,NA,outcome_percentage.part_time.not_first_time.8yr.still_enrolled
708,OMENRAP8_PTNFT,OMENRAP8_PTNFT,num,completion,NA,NA,NA,outcome_percentage.part_time.not_first_time.8yr.transfer
709,OMENRUP8_PTNFT,OMENRUP8_PTNFT,num,completion,NA,NA,NA,outcome_percentage.part_time.not_first_time.8yr.unknown
710,C150_4_PELL,C150_4_PELL,num,completion,NA,NA,NA,completion_rate_four_year_150_pell
711,D150_4_PELL,D150_4_PELL,integer,completion,NA,NA,NA,completion_cohort_four_year_150_pell
712,C150_L4_PELL,C150_L4_PELL,num,completion,NA,NA,NA,completion_rate_lt_four_year_150_pell
713,D150_L4_PELL,D150_L4_PELL,integer,completion,NA,NA,NA,completion_cohort_lt_four_year_150_pell
714,C150_4_LOANNOPELL,C150_4_LOANNOPELL,num,completion,NA,NA,NA,completion_rate_four_year_150_loan_nopell
715,D150_4_LOANNOPELL,D150_4_LOANNOPELL,integer,completion,NA,NA,NA,completion_cohort_four_year_150_loan_nopell
716,C150_L4_LOANNOPELL,C150_L4_LOANNOPELL,num,completion,NA,NA,NA,completion_rate_lt_four_year_150_loan_nopell
717,D150_L4_LOANNOPELL,D150_L4_LOANNOPELL,integer,completion,NA,NA,NA,completion_cohort_lt_four_year_150_loan_nopell
718,C150_4_NOLOANNOPELL,C150_4_NOLOANNOPELL,num,completion,NA,NA,NA,completion_rate_four_year_150_noloan_nopell
719,D150_4_NOLOANNOPELL,D150_4_NOLOANNOPELL,integer,completion,NA,NA,NA,completion_cohort_four_year_150_noloan_nopell
720,C150_L4_NOLOANNOPELL,C150_L4_NOLOANNOPELL,num,completion,NA,NA,NA,completion_rate_lt_four_year_150_noloan_nopell
721,D150_L4_NOLOANNOPELL,D150_L4_NOLOANNOPELL,integer,completion,NA,NA,NA,completion_cohort_lt_four_year_150_noloan_nopell
722,SCHTYPE,SCHTYPE,factor,school,NA,1,Public,ownership_peps
723,SCHTYPE,,factor,school,NA,2,"Private, Nonprofit",NA
724,SCHTYPE,,factor,school,NA,3,Proprietary,NA
725,OPEFLAG,OPEFLAG,factor,school,NA,NULL,unknown,title_iv.eligibility_type
726,OPEFLAG,,factor,school,NA,1,Participates in Title IV federal financial aid programs,NA
727,OPEFLAG,,factor,school,NA,2,Branch campus of a main campus that participates in Title IV,NA
728,OPEFLAG,,factor,school,NA,3,Deferment only - limited participation,NA
729,OPEFLAG,,factor,school,NA,5,"Not currently participating in Title IV, has an OPE ID number",NA
730,OPEFLAG,,factor,school,NA,6,"Not currently participating in Title IV, does not have OPE ID number",NA
731,OPEFLAG,,factor,school,NA,7,Stopped participating during the collection year,NA
732,OPEFLAG,,factor,school,NA,8,New participants (became eligible during the collection year),NA
733,OPEFLAG,,factor,school,NA,19,Not eligible,NA
734,PRGMOFR,PRGMOFR,integer,academics,NA,NA,NA,program_reporter.programs_offered
